Firm Name,WACC,COE,COD
000539.SZ,0.027757335838354914,0.09625,0.02878451970906749
000629.SZ,0.02302433481544956,0.029749999999999943,0.03214424462335077
002545.SZ,0.05938521798952245,0.08449999999999999,0.031242156274263206
071320.KS,0.03407194115389292,0.14653125000000006,0.01750574384850642
2083.SE,0.03789999053892415,0.0811875,0.024499129513351148
2380.HK,0.03580029839317157,0.10700000000000001,0.03759306879251473
300772.SZ,0.020830850042962104,0.11250000000000002,0.005884278926700995
3038.T,0.012981651233924092,0.023382812499999937,0.0029312958165647824
5711.T,0.03817410535992036,0.11465625000000002,0.01047526588805217
600011.SS,0.022854555132383693,0.09225,0.032988180967010505
600025.SS,0.03556099500597056,0.06349999999999997,0.03312393241413457
600116.SS,0.053608467843074624,0.08249999999999999,0.03422406640876187
600459.SS,0.026850212474092146,0.028812499999999942,0.042846539605978506
600674.SS,0.05273778928476092,0.06949999999999998,0.030749423694851646
600795.SS,0.028205726396898268,0.14300000000000004,0.03334421656271625
600886.SS,0.03346663673258607,0.0875,0.037130688677444734
600905.SS,0.031317530456298856,0.05649999999999997,0.031498827833758396
600995.SS,0.04388960047734369,0.05987499999999997,0.05755034567365222
601088.SS,0.06952229692391175,0.10325000000000001,0.05790349144037123
6013.T,0.05606363637378283,0.100125,0.00682507814667384
601991.SS,0.02423119278339477,0.099,0.03559844488220944
603212.SS,0.03580868739302922,0.042999999999999955,0.03915090273043706
6504.T,0.0412981440744403,0.091625,0.010843890735644663
688599.SS,0.028507397823704553,0.07687499999999999,0.017200846230495472
8031.T,0.03745354389671597,0.07670312499999998,0.022341263471740105
9505.T,0.02197319497134661,0.14962500000000006,0.005522042810512626
9513.T,0.055918509569033936,0.15578125000000004,0.014252396300728457
9531.T,0.047503651481747976,0.10237500000000001,0.011777592779888879
A2.MI,0.03281847740939109,0.16350000000000006,0.013145909286065485
ACOx.TO,0.0372601275366811,0.12878125,0.04330025127331627
AEP.OQ,0.0348679088661482,0.085484375,0.030855567396341523
AES.N,0.022174481751948496,0.07909374999999999,0.047535960507277215
AEV.PS,0.053104945921146514,0.10450000000000001,0.04851983590655677
ALS.TO,0.027070275388566368,0.03199218749999995,0.06050006209813613
AP.PS,0.05541493144445116,0.0865,0.05374585776793656
AVA.N,0.04089761388853916,0.0869375,0.040274065693098264
AVNT.NS,0.05038121129473003,0.06562499999999998,0.11193140824105217
AWR.N,0.024605620938240688,0.04128906249999995,0.037307128481625956
AY.OQ,0.03535958998995539,0.057140624999999966,0.0524290462980849
BEPC.N,0.03256282132034491,0.091875,0.07330066055827829
BEP_u.TO,0.025172173202726522,0.14528125000000003,0.04809319532449132
BKH.N,0.03943937046073661,0.07804687499999999,0.03482992497761325
BN.N,0.03422542777349735,0.17528125000000006,0.047426591152826894
BP.L,0.015923200211370253,0.04631249999999996,0.03335555835871191
CBAV3.SA,0.044534344784130604,0.07974999999999999,0.057730203448316225
CMIG4.SA,0.0700882147864261,0.13850000000000004,0.08708498823127264
CMS.N,0.028112139008901207,0.07228124999999998,0.03626834381551362
CPFE3.SA,0.04477589397912861,0.12300000000000003,0.06368818504543039
CRBR.NS,0.03135715259195958,0.037406249999999946,0.08524616650328413
CSNA3.SA,0.051631926526059274,0.11850000000000002,0.062330420042805756
CU.TO,0.03476138821689375,0.08681249999999999,0.04236533015455852
DEHr.AT,0.04005469787269428,0.16712500000000008,0.028082441645018573
DUK.N,0.036833517370053685,0.09434375,0.03309227575539666
EDP.LS,0.02903418489175659,0.12075000000000002,0.03374888162944341
ELE.MC,0.016208643065887245,0.11262500000000002,0.012831756172206272
ELET6.SA,0.06742661548447745,0.13037500000000002,0.07876424314984005
EMA.TO,0.04184384598247151,0.1020625,0.03878804953606355
ENAE.WA,0.08171652101412365,0.1935000000000001,0.04226526599970752
ENEI.MI,0.029329130920830684,0.16150000000000006,0.028930730355871462
ENGIE.PA,0.023029042896417898,0.15168750000000006,0.025924294295708323
ENJSA.IS,0.10535150691914255,0.11850000000000002,0.23093327497002158
ENLT.TA,0.023954856797095626,0.05176562499999996,0.025809920812678855
EONGn.DE,0.023368172644390426,0.15537500000000004,0.026633456599480708
ETR.N,0.034632116581086725,0.09712109375,0.03681921887948389
EXC.OQ,0.038278683076422626,0.093125,0.03612983770287141
FGEN.PS,0.09084154701843501,0.14500000000000005,0.04567328341265148
FORTUM.HE,0.03616937682747416,0.0911875,0.02419494661308383
FTS.TO,0.044120833543415686,0.095359375,0.03958936176618426
GEG.HM,0.051421008566437665,0.07849999999999999,0.06019870737550804
GPSC.BK,0.029025481255325274,0.054499999999999965,0.02477855202225172
HDG.HM,0.05458208268210309,0.07749999999999999,0.08262281560287979
HE.N,0.022417610235875858,0.13331250000000003,0.02708324435530992
HEGL.NS,0.10816004333611254,0.13925000000000004,0.035172868885486507
HOLMb.ST,0.050289485506911646,0.07098437499999999,0.020669380949989248
IBE.MC,0.03630572341585262,0.10068750000000001,0.034856495498245404
IDA.N,0.04161485086251441,0.07898828124999999,0.0470748286918139
IDC.HN,0.04419851125106495,0.12250000000000003,0.05200893256543487
LIGT3.SA,0.05263893166697678,0.2175000000000001,0.09007663400834777
MGEE.OQ,0.03770505968183989,0.06862499999999998,0.03508205771161222
MPLF.PSX,0.10120074190119849,0.15300000000000005,0.15121497712191434
NCLI.NS,0.07200711802688109,0.11850000000000002,0.09140948833500191
NEOE3.SA,0.07257526975550772,0.14450000000000005,0.08552701792346573
NRG.N,0.031237753063885276,0.15293750000000006,0.05187212339843264
NTPC.NS,0.052184313734772086,0.10250000000000001,0.04791800394151055
ORK.OL,0.049880930839461206,0.088875,0.021705706441565817
PAFO.NS,0.04521562573929601,0.04390624999999995,0.15315538079190918
PC1.HM,0.04787143721222449,0.10175000000000001,0.051075019605614
PEG.N,0.03125486200422999,0.07293749999999999,0.030981746423285644
PGRD.NS,0.058487348830387656,0.0935,0.06795327314276446
PIF.TO,0.12300754855672383,0.2005000000000001,0.08226746668944311
PTCI.NS,0.07353832058936365,0.16100000000000006,0.09198178073401934
RATCH.BK,0.03817843633458237,0.0885,0.0010351376957253389
RITS.NS,0.037908662658249916,0.08675,0.1322398394341118
RWEG.DE,0.03136561577115232,0.13653125000000005,0.04667327511969234
SHEL.L,0.03379403052261276,0.06899999999999998,0.03275851781132526
SO.N,0.0305329775592815,0.08057812499999999,0.03513466550825369
SPI.OQ,0.032512735668015325,0.14950000000000005,0.054706392298216
SRG.MI,0.022976039908010504,0.086125,0.010073976346013518
SSE.L,0.03975614813594614,0.090625,0.040415800119072455
SVT.L,0.02744769223985742,0.054999999999999966,0.04860888642631761
SXC.N,0.030162991175277633,0.04253124999999995,0.06012777151446824
TA.TO,0.016451478041452368,0.04929687499999996,0.05010766373529618
TCIL.NS,0.05206363476460637,0.05968749999999997,0.0951317182880889
TTPW.NS,0.043064922864368804,0.0885,0.07824257572676636
UN01.DE,0.00714370787683677,0.13675000000000004,0.03461245451421181
UNACEMC1.LM,0.07598463392502128,0.13700000000000004,0.047682241142817924
VERB.VI,0.028516056008167177,0.06715624999999997,0.01711015540397182
XEL.OQ,0.0325612061439743,0.07769531249999999,0.03598309519017911
